variant_id;product_id;article;product_name;color_raw;aroma_id;aroma;size_id;size;price_rub;old_price_rub;height;width;volume;diameter;package_info;material_id;material;composition;details;collection_id;collection;capsule_id;capsule;category_id;category;subcategory_id;subcategory;ready_required;ready_optional;photo_1;photo_2;photo_3;ready_solution_description;available
KD-PD-8985__v002;KD-PD-8985;KD-PD-8985;Скатерть Весна;Белый;;;siz_b5e9a22963;180×350 см;9900;;180 см;350 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;Зеленый салон;/assets/images/KD-PD-8985.png;;;;true
KD-PD-8982__v001;KD-PD-8982;KD-PD-8982;Плейсмат Весна;Белый;;;siz_445e9902eb;45×45 см;990;;45 см;65 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;;Зеленый салон;/assets/images/KD-PD-8982WHITE.png;;;;true
KD-PD-8982__v002;KD-PD-8982;KD-PD-8982;Плейсмат Весна;Белый;;;siz_2433ce5e05;45×65 см;990;;45 см;65 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;;Зеленый салон;/assets/images/KD-PD-8982WHITE.png;;;;true
KD-PD-8982__v003;KD-PD-8982;KD-PD-8982;Плейсмат Весна;Зеленый;;;siz_445e9902eb;45×45 см;990;;45 см;65 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;;Зеленый салон;/assets/images/KD-PD-8982GREEN.png;;;;true
KD-PD-8982__v004;KD-PD-8982;KD-PD-8982;Плейсмат Весна;Зеленый;;;siz_2433ce5e05;45×65 см;990;;45 см;65 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;;Зеленый салон;/assets/images/KD-PD-8982GREEN.png;;;;true
KD-PD-11033__v001;KD-PD-11033;KD-PD-11033;Подушка декоративная Алатырь;Бежевый;;;siz_42df2bf66b;40×40 см;5990;;40 см;40 см;;;;;;;;col_d2a2455e4e;Мокоши;;;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Красные линии;;/assets/images/69e233fdc6992_big.jpg;;;;true
KD-PD-11034__v001;KD-PD-11034;KD-PD-11034;Подушка декоративная Мокоши;Бежевый;;;siz_42df2bf66b;40×40 см;5990;;40 см;40 см;;;;;;;;col_d2a2455e4e;Мокоши;;;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Красные линии;;/assets/images/69e234045d0a5_big.jpg;;;;true
KD-PD-10841__v001;KD-PD-10841;KD-PD-10841;Плед Пушица;Бежевый;;;siz_01cc00cc82;150×200 см;29900;;;;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_39802e3471;Плед;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;/assets/images/KD-PD-10841БЕЖЕВЫЙ.png;;;;true
KD-PD-10841__v002;KD-PD-10841;KD-PD-10841;Плед Пушица;Голубой;;;siz_01cc00cc82;150×200 см;29900;;;;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_39802e3471;Плед;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;/assets/images/KD-PD-10841ГОЛУБОЙ.png;;;;true
KD-PD-10841__v003;KD-PD-10841;KD-PD-10841;Плед Пушица;Экрю;;;siz_01cc00cc82;150×200 см;29900;;;;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_39802e3471;Плед;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;/assets/images/KD-PD-10841ЭКРЮ.png;;;;true
KD-PD-10786__v001;KD-PD-10786;KD-PD-10786;Подушка декоративная Пушица;Бежевый;;;siz_445e9902eb;45×45 см;9900;;45 см;45 см;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;/assets/images/KD-PD-10786БЕЖЕВЫЙ.png;;;;true
KD-PD-10786__v002;KD-PD-10786;KD-PD-10786;Подушка декоративная Пушица;Голубой;;;siz_445e9902eb;45×45 см;9900;;45 см;45 см;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;/assets/images/KD-PD-10786ГОЛУБОЙ.png;;;;true
KD-PD-10786__v003;KD-PD-10786;KD-PD-10786;Подушка декоративная Пушица;экрю;;;siz_445e9902eb;45×45 см;9900;;45 см;45 см;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;/assets/images/KD-PD-10786ЭКРЮ.png;;;;true
KD-PD-7947__v001;KD-PD-7947;KD-PD-7947;Блюдо Петербург;Белый;;;siz_b5cef7b3f9;36,5×25×2 см;5995;11990;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Зеленый салон;;/assets/images/687e4847be118_big.jpg;;;;true
KD-PD-8312__v001;KD-PD-8312;KD-PD-8312;Дорожка Петербург;Белый;;;siz_0ae0bcf1dd;165×45 см;2500;5000;165 см;45 см;;;;mat_8134a26777;Сатин;100% сатин;;col_23dacecafa;Петербург;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a8317467f780_big.jpg;;;;true
KD-PD-7941__v001;KD-PD-7941;KD-PD-7941;Кружка Петербург;Белый;;;;;4995;9990;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Зеленый салон;;/assets/images/68ee0faf95812_big.png;/assets/images/6a394b4a57a59_big.jpg;;;true
KD-PD-7942__v001;KD-PD-7942;KD-PD-7942;Салатник Петербург;Белый;;;;;2995;5990;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Зеленый салон;;/assets/images/6a3a860480fbd_big.jpg;;;;true
KD-PD-7942__v002;KD-PD-7942;KD-PD-7942;Салатник Петербург;Белый;;;;;5995;11990;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Зеленый салон;;/assets/images/6a3a860480fbd_big.jpg;;;;true
KD-PD-7242__v001;KD-PD-7242;KD-PD-7242;Салфетки Петербург;Белый;;;siz_445e9902eb;45×45 см;650;1300;45 см;45 см;;;;mat_8134a26777;Сатин;100% сатин;;col_23dacecafa;Петербург;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a831e350cf34_big.jpg;;;;true
KD-PD-7938__v001;KD-PD-7938;KD-PD-7938;Сахарница Петербург;Белый;;;;;7950;15900;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Зеленый салон;;/assets/images/6a394b88d86f5_big.jpg;/assets/images/6a394b886643a_big.jpg;;;true
KD-PD-8256__v001;KD-PD-8256;KD-PD-8256;Скатерть Петербург;Белый;;;siz_e7edbe079b;180×250 см;7250;14500;180 см;250 см;;;;mat_8134a26777;Сатин;100% сатин;;col_23dacecafa;Петербург;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a847053607fe_big.jpg;;;;true
KD-PD-7939__v001;KD-PD-7939;KD-PD-7939;Сливочник Петербург;Белый;;;siz_1da3d27caf;300 мл;6450;12900;;;300 мл;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Зеленый салон;;/assets/images/6a632cffe8804_big.jpg;/assets/images/6a632cff1c511_big.jpg;;;true
KD-PD-7944__v001;KD-PD-7944;KD-PD-7944;Тарелка Петербург;Белый;;;siz_f666e724c3;20 см;2895;5790;20 см;20 см;;20 см;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/6a06d7497fe35_big.jpg;/assets/images/6a3a73674e96f_big.jpg;;;true
KD-PD-7944__v002;KD-PD-7944;KD-PD-7944;Тарелка Петербург;Белый;;;siz_66438ea56f;23 см;3245;6490;20 см;20 см;;23 см;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/6a06d7497fe35_big.jpg;/assets/images/6a3a73674e96f_big.jpg;;;true
KD-PD-7944__v003;KD-PD-7944;KD-PD-7944;Тарелка Петербург;Белый;;;siz_bee8c2d6bf;27 см;3995;7990;20 см;20 см;;27 см;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/6a06d7497fe35_big.jpg;/assets/images/6a3a73674e96f_big.jpg;;;true
KD-PD-7940__v001;KD-PD-7940;KD-PD-7940;Чайная пара Петербург;Белый;;;siz_33debb8449;260 мл;4995;9990;;;260 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Зеленый салон;;/assets/images/6a394ba34f611_big.jpg;/assets/images/6a394ba3081b0_big.jpg;;;true
KD-PD-7937__v001;KD-PD-7937;KD-PD-7937;Чайник Петербург;Белый;;;siz_3c782d85f7;1100 мл;9950;19900;;;1100 мл;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Зеленый салон;;/assets/images/6a394f8eb12f9_big.jpg;/assets/images/6a394f8a58a79_big.jpg;;;true
KD-PD-9713__v001;KD-PD-9713;KD-PD-9713;Обложка для ежедневника Текстура;коричневый;;;siz_da5f51a102;Единый размер;2600;6500;15 см;21 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_d0e0f50010;Канцтовары;Теплый брутализм;;/assets/images/6a43759554a63_big.jpg;/assets/images/6a437596a2438_big.jpg;;;true
KD-PD-9718__v001;KD-PD-9718;KD-PD-9718;Игра домино Текстура;черный;;;siz_da5f51a102;Единый размер;6200;15500;19,5 см;19,5 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_6167da3955;Игры;Теплый брутализм;;/assets/images/6a4375af70c8c_big.jpg;/assets/images/6a4375af053ff_big.jpg;;;true
KD-PD-9718__v002;KD-PD-9718;KD-PD-9718;Игра домино Текстура;Бежевый;;;siz_da5f51a102;Единый размер;6200;15500;19,5 см;19,5 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_6167da3955;Игры;Теплый брутализм;;/assets/images/KD-PD-9718БЕЖЕВЫЙ.png;;;;true
KD-PD-8768__v001;KD-PD-8768;KD-PD-8768;Игра крестики - нолики Текстура;Черный;;;siz_da5f51a102;Единый размер;9000;22500;18 см;18 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_6167da3955;Игры;Теплый брутализм;;/assets/images/6a4374d62377f_big.jpg;/assets/images/6a4374d4b3831_big.jpg;;;true
KD-PD-8768__v002;KD-PD-8768;KD-PD-8768;Игра крестики - нолики Текстура;Бежевый;;;siz_da5f51a102;Единый размер;9000;22500;18 см;18 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_6167da3955;Игры;Теплый брутализм;;/assets/images/6a4374d911192_big.jpg;/assets/images/6a4374d88ca9d_big.jpg;;;true
KD-PD-8770__v001;KD-PD-8770;KD-PD-8770;Игра шашки Текстура;черный;;;siz_da5f51a102;Единый размер;13000;32500;43 см;43 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_6167da3955;Игры;Теплый брутализм;;/assets/images/6a4374dca3f1b_big.jpg;/assets/images/6a4374dc0d590_big.jpg;;;true
KD-PD-8770__v002;KD-PD-8770;KD-PD-8770;Игра шашки Текстура;Бежевый;;;siz_da5f51a102;Единый размер;13000;32500;43 см;43 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_6167da3955;Игры;Теплый брутализм;;/assets/images/KD-PD-8770БЕЖЕВЫЙ.png;;;;true
KD-PD-8765__v001;KD-PD-8765;KD-PD-8765;Корзина Текстура;черный;;;siz_ca6b1b687c;18 см;15960;39900;18 см;18 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_2ac728af60;Корзины;Теплый брутализм;;/assets/images/6a4374d0b98ff_big.jpg;/assets/images/6a4374cf781d5_big.jpg;;;true
KD-PD-8765__v002;KD-PD-8765;KD-PD-8765;Корзина Текстура;коричневый;;;siz_89b0e8f00b;25 см;8840;22100;25 см;10 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_2ac728af60;Корзины;Теплый брутализм;;/assets/images/KD-PD-8765КОРИЧНЕВЫЙ.png;;;;true
KD-PD-8777__v001;KD-PD-8777;KD-PD-8777;Плейсмат Текстура;черный;;;siz_02a8197405;30 см;3960;9900;;;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_9161b9503e;Столовый текстиль;sub_93a000ac87;Плейсматы;Теплый брутализм;;/assets/images/6a4374f158e23_big.jpg;/assets/images/6a4374f0beb87_big.jpg;;;true
KD-PD-8777__v002;KD-PD-8777;KD-PD-8777;Плейсмат Текстура;коричневый;;;siz_02a8197405;30 см;3960;9900;;;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_9161b9503e;Столовый текстиль;sub_93a000ac87;Плейсматы;Теплый брутализм;;/assets/images/6a4374f54239a_big.jpg;/assets/images/6a4374f4002a5_big.jpg;;;true
KD-PD-8777__v003;KD-PD-8777;KD-PD-8777;Плейсмат Текстура;Бежевый;;;siz_02a8197405;30 см;3960;9900;;;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_9161b9503e;Столовый текстиль;sub_93a000ac87;Плейсматы;Теплый брутализм;;/assets/images/6a4374fa6a51e_big.jpg;/assets/images/6a4374f92306f_big.jpg;;;true
KD-PD-9711__v001;KD-PD-9711;KD-PD-9711;Поднос Текстура;черный;;;siz_da5f51a102;Единый размер;11800;29500;;;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Теплый брутализм;;/assets/images/6a58e99971c7c_big.jpg;;;;true
KD-PD-8776__v001;KD-PD-8776;KD-PD-8776;Подставка под бокал Текстура;коричневый;;;siz_a73000bbb7;9 см;596;1490;;9 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Теплый брутализм;;/assets/images/6a4374ed2e7de_big.jpg;/assets/images/6a4374ec602a8_big.jpg;;;true
KD-PD-8758__v001;KD-PD-8758;KD-PD-8758;Салфетница Текстура;черный;;;siz_a8cc77e46a;12×12 см;5040;12600;12 см;12 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_cf0cda3355;Салфетницы;Теплый брутализм;;/assets/images/6a4374b928bc8_big.jpg;/assets/images/6a4374b8dde46_big.jpg;;;true
KD-PD-8758__v002;KD-PD-8758;KD-PD-8758;Салфетница Текстура;коричневый;;;siz_a8cc77e46a;12×12 см;5040;12600;12 см;12 см;;;;mat_b05c8f9179;Натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_cf0cda3355;Салфетницы;Теплый брутализм;;/assets/images/6a4374bb5d537_big.jpg;/assets/images/6a4374bb235bf_big.jpg;;;true
KD-PD-8967__v001;KD-PD-8967;KD-PD-8967;Дорожка Многоцвет;Белый;;;siz_0df7e680c6;50×180 см;2495;4990;50 см;180 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/68b028406ce99_big.jpg;/assets/images/68b028406ce99_big.jpg;;;true
KD-PD-8967__v002;KD-PD-8967;KD-PD-8967;Дорожка Многоцвет;Белый;;;siz_3beb187929;60×350 см;3495;6990;60 см;350 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/68b028406ce99_big.jpg;/assets/images/68b028406ce99_big.jpg;;;true
KD-PD-8967__v003;KD-PD-8967;KD-PD-8967;Дорожка Многоцвет;Белый;;;siz_861fde37cf;50×250 см;2495;4990;50 см;250 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/68b028406ce99_big.jpg;/assets/images/68b028406ce99_big.jpg;;;true
KD-PD-8977__v001;KD-PD-8977;KD-PD-8977;Конверт для столовых приборов Многоцветы;Белый;;;siz_655a7a3c8a;12×23 см;345;690;12 см;23 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a46789a02f21_big.jpg;/assets/images/68b5843370a11_big.jpg;;;true
KD-PD-7227__v001;KD-PD-7227;KD-PD-7227;Скатерть Многоцвет;Белый;;;siz_a394ecc680;180×180 см;4495;8990;180 см;180 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a0abbf14fafb_big.jpg;/assets/images/6a0abbf175562_big.jpg;;;true
KD-PD-7227__v002;KD-PD-7227;KD-PD-7227;Скатерть Многоцвет;Белый;;;siz_e7edbe079b;180×250 см;4495;8990;180 см;250 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a0abbf14fafb_big.jpg;/assets/images/6a0abbf175562_big.jpg;;;true
KD-PD-7227__v003;KD-PD-7227;KD-PD-7227;Скатерть Многоцвет;Белый;;;siz_b5e9a22963;180×350 см;4495;8990;180 см;350 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/6a0abbf14fafb_big.jpg;/assets/images/6a0abbf175562_big.jpg;;;true
KD-PD-9976__v001;KD-PD-9976;KD-PD-9976;Свеча Многоцветы;Белый;;;siz_e96e39567e;25,5 см;792;990;25,5 см;;;;;mat_58e183f60a;Соевый воск;;;col_d84cdeb339;Многоцвет;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зеленый салон;;/assets/images/69df5f57970e0_big.jpg;/assets/images/69b95afad6980_big.jpg;;;true
KD-PD-8242__v001;KD-PD-8242;KD-PD-8242;Набор столовых приборов Александр;Серебряный;;;;;32900;;;;;;;mat_564161e33b;Нержавеющая сталь 18/10;;;col_0cf6b281d9;Столовые приборы;;;cat_c26358d6ce;Посуда и сервировка;sub_0cf6b281d9;Столовые приборы;Зеленый салон, Красные линии;Теплый брутализм;/assets/images/6a57511b9cbbf_big.jpg;;;;true
KD-PD-8243__v001;KD-PD-8243;KD-PD-8243;Набор столовых приборов Петр;Серебряный;;;siz_da5f51a102;Единый размер;20900;;;;;;;mat_7950cf851a;Сталь;Нержавеющая сталь 18/10;;col_0cf6b281d9;Столовые приборы;;;cat_c26358d6ce;Посуда и сервировка;sub_0cf6b281d9;Столовые приборы;Зеленый салон Красные линии;Теплый брутализм;/assets/images/6a3d1d63d385c_big.jpg;;;;true
KD-PD-11521__v001;KD-PD-11521;KD-PD-11521;Диффузор;;aro_5307137d11;Апельсин;siz_f470eecae1;130 мл;3990;;;;130 мл;;;;;;;;;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зимняя сказка Пламя морских глубин;;/assets/images/69b16002123a4_big.png;;;;true
KD-PD-11521__v002;KD-PD-11521;KD-PD-11521;Диффузор;;aro_7609b44cad;Мята;siz_f470eecae1;130 мл;3990;;;;130 мл;;;;;;;;;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зимняя сказка Пламя морских глубин;;/assets/images/69b16002123a4_big.png;;;;true
KD-PD-11521__v003;KD-PD-11521;KD-PD-11521;Диффузор;;aro_8158c7d226;Сандал;siz_f470eecae1;130 мл;3990;;;;130 мл;;;;;;;;;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зимняя сказка Пламя морских глубин;;/assets/images/69b16002123a4_big.png;;;;true
KD-PD-11419__v001;KD-PD-11419;KD-PD-11419;Блюдо овальное Овация;Белый;;;siz_3d2c0be121;36 см;2154;3590;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Зеленый салон Пламя морских глубин;Красные линии;/assets/images/6a3a77ab1a012_big.jpg;;;;true
KD-PD-11431__v001;KD-PD-11431;KD-PD-11431;Кружка Овация;Белый;;;siz_7646237670;350 мл;714;1190;;;350 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Зеленый салон Пламя морских глубин;Красные линии;/assets/images/6a394affdcfc4_big.jpg;/assets/images/6993065ce7e66_big.jpg;;;true
KD-PD-11429__v001;KD-PD-11429;KD-PD-11429;Молочник Овация;Белый;;;siz_afaeec8f84;160 мл;894;1490;;;160 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Зеленый салон Пламя морских глубин;Красные линии;/assets/images/KD-PD-11429.jpg;;;;true
KD-PD-11421__v001;KD-PD-11421;KD-PD-11421;Салатник Овация;Белый;;;siz_fa6844a343;21 см;1794;2990;;;;21 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Зеленый салон Пламя морских глубин;Красные линии;/assets/images/6a3a861013057_big.jpg;;;;true
KD-PD-11418__v001;KD-PD-11418;KD-PD-11418;Тарелка глубокая Овация;Белый;;;siz_2f42bfe345;26 см;1794;2990;;;;26 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон Пламя морских глубин;Красные линии;/assets/images/69cfcf5d94387_big.jpg;/assets/images/69958b5f30941_big.jpg;;;true
KD-PD-11436__v001;KD-PD-11436;KD-PD-11436;Блюдо овальное Эхо;Белый;;;siz_6f7a68311a;25×18 см;3190;3190;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_dfe46751a4;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Красные линии;Зеленый салон;/assets/images/KD-PD-11436.jpg;;;;true
KD-PD-11518__v001;KD-PD-11518;KD-PD-11518;Кофейная пара Эхо;Белый;;;siz_d980d864d9;90 мл;1673;2390;;;90 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_dfe46751a4;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;/assets/images/6a85bf55372ef_big.jpg;;;;true
KD-PD-11441__v001;KD-PD-11441;KD-PD-11441;Молочник Эхо;Белый;;;siz_f470eecae1;130 мл;1673;2390;;;130 мл;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_dfe46751a4;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;/assets/images/KD-PD-11441.jpg;;;;true
KD-PD-11449__v001;KD-PD-11449;KD-PD-11449;Салатник Эхо;Белый;;;siz_6c0bc92bb9;250 мл;903;1290;;;250 мл;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_dfe46751a4;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;/assets/images/KD-PD-11449.jpg;;;;true
KD-PD-11440__v001;KD-PD-11440;KD-PD-11440;Сахарница Эхо;Белый;;;siz_3e53916ec5;450 мл;2513;3590;;;;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_dfe46751a4;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;/assets/images/KD-PD-11440.jpg;;;;true
KD-PD-9415__v001;KD-PD-9415;KD-PD-9415;Ваза для фруктов Весна;Белый;;;siz_8d48128ce0;21×21×9,5 см;1436;3590;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Зеленый салон;;/assets/images/KD-PD-9415.png;;;;true
