variant_id;product_id;article;variant_order;color_id;color_name;aroma_id;aroma_name;size_id;size_label;price_rub;old_price_rub;height;width;volume;diameter;package_info;material_id;material_name;composition;details;collection_id;collection_name;capsule_id;capsule_name;category_id;category_name;subcategory_id;subcategory_name;image_1;image_2;image_3
KD-PD-11033__v001;KD-PD-11033;KD-PD-11033;1;clr_7ca5cf6f56;Бежевый;;;siz_41e3a4f172;40х40 см;5990;;40 см;40 см;;;;;;;;col_d2a2455e4e;Мокоши;;;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/69e233fdc6992_big.jpg;;
KD-PD-11034__v001;KD-PD-11034;KD-PD-11034;1;clr_7ca5cf6f56;Бежевый;;;siz_41e3a4f172;40х40 см;5990;;40 см;40 см;;;;;;;;col_d2a2455e4e;Мокоши;;;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/69e234045d0a5_big.jpg;;
KD-PD-10841__v001;KD-PD-10841;KD-PD-10841;1;clr_7ca5cf6f56;Бежевый;;;siz_29a861e2df;150х200 см;29900;;;;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_8aadebfefa;Плед;/assets/images/KD-PD-10841БЕЖЕВЫЙ.png;;
KD-PD-10841__v002;KD-PD-10841;KD-PD-10841;2;clr_a39ee8788e;Голубой;;;siz_29a861e2df;150х200 см;29900;;;;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_8aadebfefa;Плед;/assets/images/KD-PD-10841ГОЛУБОЙ.png;;
KD-PD-10841__v003;KD-PD-10841;KD-PD-10841;3;clr_78e4123512;Экрю;;;siz_29a861e2df;150х200 см;29900;;;;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_8aadebfefa;Плед;/assets/images/KD-PD-10841ЭКРЮ.png;;
KD-PD-10786__v001;KD-PD-10786;KD-PD-10786;1;clr_7ca5cf6f56;Бежевый;;;siz_8e6221b6a2;45х45 см;9900;;45 см;45 см;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/KD-PD-10786БЕЖЕВЫЙ.png;;
KD-PD-10786__v002;KD-PD-10786;KD-PD-10786;2;clr_a39ee8788e;Голубой;;;siz_8e6221b6a2;45х45 см;9900;;45 см;45 см;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/KD-PD-10786ГОЛУБОЙ.png;;
KD-PD-10786__v003;KD-PD-10786;KD-PD-10786;3;clr_78e4123512;экрю;;;siz_8e6221b6a2;45х45 см;9900;;45 см;45 см;;;;;;;;col_6e53a82ab7;Оренбургские узоры;;;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/KD-PD-10786ЭКРЮ.png;;
KD-PD-7947__v001;KD-PD-7947;KD-PD-7947;1;clr_2818a16c64;Белый;;;siz_236293b1c0;36,5х25х2 см;5995;11990;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/687e4847be118_big.jpg;;
KD-PD-8312__v001;KD-PD-8312;KD-PD-8312;1;clr_2818a16c64;Белый;;;siz_effd554504;165х45 см;2500;5000;165 см;45 см;;;;mat_8134a26777;сатин;100% сатин;;col_23dacecafa;Петербург;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a8317467f780_big.jpg;;
KD-PD-7941__v001;KD-PD-7941;KD-PD-7941;1;clr_2818a16c64;Белый;;;;;4995;9990;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/68ee0faf95812_big.png;/assets/images/6a394b4a57a59_big.jpg;
KD-PD-7942__v001;KD-PD-7942;KD-PD-7942;1;clr_2818a16c64;Белый;;;;;2995;5990;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/6a3a860480fbd_big.jpg;;
KD-PD-7942__v002;KD-PD-7942;KD-PD-7942;2;clr_2818a16c64;Белый;;;;;5995;11990;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/6a3a860480fbd_big.jpg;;
KD-PD-7242__v001;KD-PD-7242;KD-PD-7242;1;clr_2818a16c64;Белый;;;siz_8e6221b6a2;45х45 см;650;1300;45 см;45 см;;;;mat_8134a26777;сатин;100% сатин;;col_23dacecafa;Петербург;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a831e350cf34_big.jpg;;
KD-PD-7938__v001;KD-PD-7938;KD-PD-7938;1;clr_2818a16c64;Белый;;;;;7950;15900;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/6a394b88d86f5_big.jpg;/assets/images/6a394b886643a_big.jpg;
KD-PD-8256__v001;KD-PD-8256;KD-PD-8256;1;clr_2818a16c64;Белый;;;siz_81af55eef2;180х250 см;7250;14500;180 см;250 см;;;;mat_8134a26777;сатин;100% сатин;;col_23dacecafa;Петербург;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a847053607fe_big.jpg;;
KD-PD-7939__v001;KD-PD-7939;KD-PD-7939;1;clr_2818a16c64;Белый;;;siz_3197a62e72;300 мл;6450;12900;;;300 мл;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/6a632cffe8804_big.jpg;/assets/images/6a632cff1c511_big.jpg;
KD-PD-7944__v001;KD-PD-7944;KD-PD-7944;1;clr_2818a16c64;Белый;;;siz_054a92fa30;20 см;2895;5790;20 см;20 см;;20 см;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a06d7497fe35_big.jpg;/assets/images/6a3a73674e96f_big.jpg;
KD-PD-7944__v002;KD-PD-7944;KD-PD-7944;2;clr_2818a16c64;Белый;;;siz_83986fbbc4;23 см;3245;6490;20 см;20 см;;23 см;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a06d7497fe35_big.jpg;/assets/images/6a3a73674e96f_big.jpg;
KD-PD-7944__v003;KD-PD-7944;KD-PD-7944;3;clr_2818a16c64;Белый;;;siz_e024167a99;27 см;3995;7990;20 см;20 см;;27 см;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a06d7497fe35_big.jpg;/assets/images/6a3a73674e96f_big.jpg;
KD-PD-7940__v001;KD-PD-7940;KD-PD-7940;1;clr_2818a16c64;Белый;;;siz_7f01438c49;260 мл;4995;9990;;;260 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/6a394ba34f611_big.jpg;/assets/images/6a394ba3081b0_big.jpg;
KD-PD-7937__v001;KD-PD-7937;KD-PD-7937;1;clr_2818a16c64;Белый;;;siz_5a4c300f2f;1100 мл;9950;19900;;;1100 мл;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_23dacecafa;Петербург;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/6a394f8eb12f9_big.jpg;/assets/images/6a394f8a58a79_big.jpg;
KD-PD-9713__v001;KD-PD-9713;KD-PD-9713;1;clr_df6d4fc5b2;коричневый;;;siz_0a6e5e1575;Единый размер;2600;6500;15 см;21 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_437eaa4097;Канцтовары;/assets/images/6a43759554a63_big.jpg;/assets/images/6a437596a2438_big.jpg;
KD-PD-9718__v001;KD-PD-9718;KD-PD-9718;1;clr_d74fedd1fa;черный;;;siz_0a6e5e1575;Единый размер;6200;15500;19,5 см;19,5 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_1fc31bac1e;Игры;/assets/images/6a4375af70c8c_big.jpg;/assets/images/6a4375af053ff_big.jpg;
KD-PD-9718__v002;KD-PD-9718;KD-PD-9718;2;clr_7ca5cf6f56;Бежевый;;;siz_0a6e5e1575;Единый размер;6200;15500;19,5 см;19,5 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_1fc31bac1e;Игры;/assets/images/KD-PD-9718БЕЖЕВЫЙ.png;;
KD-PD-8768__v001;KD-PD-8768;KD-PD-8768;1;clr_d74fedd1fa;Черный;;;siz_0a6e5e1575;Единый размер;9000;22500;18 см;18 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_1fc31bac1e;Игры;/assets/images/6a4374d62377f_big.jpg;/assets/images/6a4374d4b3831_big.jpg;
KD-PD-8768__v002;KD-PD-8768;KD-PD-8768;2;clr_7ca5cf6f56;Бежевый;;;siz_0a6e5e1575;Единый размер;9000;22500;18 см;18 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_1fc31bac1e;Игры;/assets/images/6a4374d911192_big.jpg;/assets/images/6a4374d88ca9d_big.jpg;
KD-PD-8770__v001;KD-PD-8770;KD-PD-8770;1;clr_d74fedd1fa;черный;;;siz_0a6e5e1575;Единый размер;13000;32500;43 см;43 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_1fc31bac1e;Игры;/assets/images/6a4374dca3f1b_big.jpg;/assets/images/6a4374dc0d590_big.jpg;
KD-PD-8770__v002;KD-PD-8770;KD-PD-8770;2;clr_7ca5cf6f56;Бежевый;;;siz_0a6e5e1575;Единый размер;13000;32500;43 см;43 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_1fc31bac1e;Игры;/assets/images/KD-PD-8770БЕЖЕВЫЙ.png;;
KD-PD-8765__v001;KD-PD-8765;KD-PD-8765;1;clr_d74fedd1fa;черный;;;siz_2276053655;18 см;15960;39900;18 см;18 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_7ebef14b24;Корзины;/assets/images/6a4374d0b98ff_big.jpg;/assets/images/6a4374cf781d5_big.jpg;
KD-PD-8765__v002;KD-PD-8765;KD-PD-8765;2;clr_df6d4fc5b2;коричневый;;;siz_ceaf7d5081;25 см;8840;22100;25 см;10 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_06e60bd4fa;Декор для дома;sub_7ebef14b24;Корзины;/assets/images/KD-PD-8765КОРИЧНЕВЫЙ.png;;
KD-PD-8777__v001;KD-PD-8777;KD-PD-8777;1;clr_d74fedd1fa;черный;;;siz_04db6fb82b;30 см;3960;9900;;;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_9161b9503e;Столовый текстиль;sub_4b617e294b;Плейсматы;/assets/images/6a4374f158e23_big.jpg;/assets/images/6a4374f0beb87_big.jpg;
KD-PD-8777__v002;KD-PD-8777;KD-PD-8777;2;clr_df6d4fc5b2;коричневый;;;siz_04db6fb82b;30 см;3960;9900;;;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_9161b9503e;Столовый текстиль;sub_4b617e294b;Плейсматы;/assets/images/6a4374f54239a_big.jpg;/assets/images/6a4374f4002a5_big.jpg;
KD-PD-8777__v003;KD-PD-8777;KD-PD-8777;3;clr_7ca5cf6f56;Бежевый;;;siz_04db6fb82b;30 см;3960;9900;;;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_9161b9503e;Столовый текстиль;sub_4b617e294b;Плейсматы;/assets/images/6a4374fa6a51e_big.jpg;/assets/images/6a4374f92306f_big.jpg;
KD-PD-9711__v001;KD-PD-9711;KD-PD-9711;1;clr_d74fedd1fa;черный;;;siz_0a6e5e1575;Единый размер;11800;29500;;;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/6a58e99971c7c_big.jpg;;
KD-PD-8776__v001;KD-PD-8776;KD-PD-8776;1;clr_df6d4fc5b2;коричневый;;;siz_cd0a7f87a0;9 см;596;1490;;9 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/6a4374ed2e7de_big.jpg;/assets/images/6a4374ec602a8_big.jpg;
KD-PD-8758__v001;KD-PD-8758;KD-PD-8758;1;clr_d74fedd1fa;черный;;;siz_e096b0d88b;12х12 см;5040;12600;12 см;12 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_0e61d043ef;Салфетницы;/assets/images/6a4374b928bc8_big.jpg;/assets/images/6a4374b8dde46_big.jpg;
KD-PD-8758__v002;KD-PD-8758;KD-PD-8758;2;clr_df6d4fc5b2;коричневый;;;siz_e096b0d88b;12х12 см;5040;12600;12 см;12 см;;;;mat_b05c8f9179;натуральная кожа;;;col_b9cced354f;Текстура;;;cat_c26358d6ce;Посуда и сервировка;sub_0e61d043ef;Салфетницы;/assets/images/6a4374bb5d537_big.jpg;/assets/images/6a4374bb235bf_big.jpg;
KD-PD-8967__v001;KD-PD-8967;KD-PD-8967;1;clr_2818a16c64;Белый;;;siz_d5d553e98e;50х180 см;2495;4990;50 см;180 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/68b028406ce99_big.jpg;/assets/images/68b028406ce99_big.jpg;
KD-PD-8967__v002;KD-PD-8967;KD-PD-8967;2;clr_2818a16c64;Белый;;;siz_757e8b1032;60х350 см;3495;6990;60 см;350 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/68b028406ce99_big.jpg;/assets/images/68b028406ce99_big.jpg;
KD-PD-8967__v003;KD-PD-8967;KD-PD-8967;3;clr_2818a16c64;Белый;;;siz_864b8f18da;50х250 см;2495;4990;50 см;250 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/68b028406ce99_big.jpg;/assets/images/68b028406ce99_big.jpg;
KD-PD-8977__v001;KD-PD-8977;KD-PD-8977;1;clr_2818a16c64;Белый;;;siz_f1ac7db743;12х23 см;345;690;12 см;23 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a46789a02f21_big.jpg;/assets/images/68b5843370a11_big.jpg;
KD-PD-7227__v001;KD-PD-7227;KD-PD-7227;1;clr_2818a16c64;Белый;;;siz_a46682a303;180х180 см;4495;8990;180 см;180 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a0abbf14fafb_big.jpg;/assets/images/6a0abbf175562_big.jpg;
KD-PD-7227__v002;KD-PD-7227;KD-PD-7227;2;clr_2818a16c64;Белый;;;siz_81af55eef2;180х250 см;4495;8990;180 см;250 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a0abbf14fafb_big.jpg;/assets/images/6a0abbf175562_big.jpg;
KD-PD-7227__v003;KD-PD-7227;KD-PD-7227;3;clr_2818a16c64;Белый;;;siz_9a111dd17f;180х350 см;4495;8990;180 см;350 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_d84cdeb339;Многоцвет;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/6a0abbf14fafb_big.jpg;/assets/images/6a0abbf175562_big.jpg;
KD-PD-9976__v001;KD-PD-9976;KD-PD-9976;1;clr_2818a16c64;Белый;;;siz_355dddc85a;25,5 см;792;990;25,5 см;;;;;mat_58e183f60a;соевый воск;;;col_d84cdeb339;Многоцвет;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/69df5f57970e0_big.jpg;/assets/images/69b95afad6980_big.jpg;
KD-PD-8242__v001;KD-PD-8242;KD-PD-8242;1;clr_812476ce58;Серебряный;;;;;32900;;;;;;;mat_9d60ca580d;нержавеющая сталь 18/10;;;col_0cf6b281d9;Столовые приборы;;;cat_c26358d6ce;Посуда и сервировка;sub_2ccd4e22c9;Столовые приборы;/assets/images/6a57511b9cbbf_big.jpg;;
KD-PD-8243__v001;KD-PD-8243;KD-PD-8243;1;clr_812476ce58;Серебряный;;;siz_0a6e5e1575;Единый размер;20900;;;;;;;mat_7950cf851a;Сталь;Нержавеющая сталь 18/10;;col_0cf6b281d9;Столовые приборы;;;cat_c26358d6ce;Посуда и сервировка;sub_2ccd4e22c9;Столовые приборы;/assets/images/6a3d1d63d385c_big.jpg;;
KD-PD-11521__v001;KD-PD-11521;KD-PD-11521;1;;;aro_5307137d11;Апельсин;siz_e0660c7782;130 мл;3990;;;;130 мл;;;;;;;;;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/69b16002123a4_big.png;;
KD-PD-11521__v002;KD-PD-11521;KD-PD-11521;2;;;aro_7609b44cad;Мята;siz_e0660c7782;130 мл;3990;;;;130 мл;;;;;;;;;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/69b16002123a4_big.png;;
KD-PD-11521__v003;KD-PD-11521;KD-PD-11521;3;;;aro_8158c7d226;Сандал;siz_e0660c7782;130 мл;3990;;;;130 мл;;;;;;;;;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/69b16002123a4_big.png;;
KD-PD-11419__v001;KD-PD-11419;KD-PD-11419;1;clr_2818a16c64;Белый;;;siz_3a4fb28d38;36 см;2154;3590;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/6a3a77ab1a012_big.jpg;;
KD-PD-11431__v001;KD-PD-11431;KD-PD-11431;1;clr_2818a16c64;Белый;;;siz_eb9ef0c2c4;350 мл;714;1190;;;350 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/6a394affdcfc4_big.jpg;/assets/images/6993065ce7e66_big.jpg;
KD-PD-11429__v001;KD-PD-11429;KD-PD-11429;1;clr_2818a16c64;Белый;;;siz_7df32adc9a;160 мл;894;1490;;;160 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/KD-PD-11429.jpg;;
KD-PD-11421__v001;KD-PD-11421;KD-PD-11421;1;clr_2818a16c64;Белый;;;siz_ae8c2dbf71;21 см;1794;2990;;;;21 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/6a3a861013057_big.jpg;;
KD-PD-11418__v001;KD-PD-11418;KD-PD-11418;1;clr_2818a16c64;Белый;;;siz_fb19dc9cd8;26 см;1794;2990;;;;26 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_02264c193e;Овация;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/69cfcf5d94387_big.jpg;/assets/images/69958b5f30941_big.jpg;
KD-PD-11436__v001;KD-PD-11436;KD-PD-11436;1;clr_2818a16c64;Белый;;;siz_93dfdf432f;25х18 см;3190;3190;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_369c12a8e3;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-11436.jpg;;
KD-PD-11518__v001;KD-PD-11518;KD-PD-11518;1;clr_2818a16c64;Белый;;;siz_77c1d39838;90 мл;1673;2390;;;90 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_369c12a8e3;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/6a85bf55372ef_big.jpg;;
KD-PD-11441__v001;KD-PD-11441;KD-PD-11441;1;clr_2818a16c64;Белый;;;siz_e0660c7782;130 мл;1673;2390;;;130 мл;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_369c12a8e3;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/KD-PD-11441.jpg;;
KD-PD-11449__v001;KD-PD-11449;KD-PD-11449;1;clr_2818a16c64;Белый;;;siz_38d9e86809;250 мл;903;1290;;;250 мл;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_369c12a8e3;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/KD-PD-11449.jpg;;
KD-PD-11440__v001;KD-PD-11440;KD-PD-11440;1;clr_2818a16c64;Белый;;;siz_fe3347d2ff;450 мл;2513;3590;;;;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_369c12a8e3;Эхо;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/KD-PD-11440.jpg;;
KD-PD-9415__v001;KD-PD-9415;KD-PD-9415;1;clr_2818a16c64;Белый;;;siz_e17b384b04;21х21х9,5 см;1436;3590;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-9415.png;;
KD-PD-9418__v001;KD-PD-9418;KD-PD-9418;1;clr_2818a16c64;Белый;;;siz_eb9ef0c2c4;350 мл;596;1490;;;350 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/KD-PD-9418.png;;
KD-PD-8984__v001;KD-PD-8984;KD-PD-8984;1;clr_2818a16c64;Белый;;;siz_8e6221b6a2;45х45 см;1290;;45 см;45 см;;;;mat_8134a26777;сатин;100% сатин;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/KD-PD-8984.png;;
KD-PD-9975__v001;KD-PD-9975;KD-PD-9975;1;clr_2818a16c64;Белый;;;siz_355dddc85a;25,5 см;792;990;25,5 см;;;;;mat_58e183f60a;соевый воск;;;col_1b2574531b;Весна;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/69df5f56592b1_big.jpg;/assets/images/69958bb93c88e_big.jpg;
KD-PD-9416__v001;KD-PD-9416;KD-PD-9416;1;clr_2818a16c64;Белый;;;siz_83986fbbc4;23 см;1116;2790;;;;23 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-9416.png;;
KD-PD-9417__v001;KD-PD-9417;KD-PD-9417;1;clr_2818a16c64;Белый;;;siz_e024167a99;27 см;1436;3590;;;;27 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-9417.png;;
KD-PD-10913__v001;KD-PD-10913;KD-PD-10913;1;clr_2818a16c64;Белый;;;siz_465423d26e;32 см;5592;6990;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/6a85ae21c78e0_big.jpg;;
KD-PD-10911__v001;KD-PD-10911;KD-PD-10911;1;clr_2818a16c64;Белый;;;siz_5f5f4d6bf5;24х16 см;4472;5590;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-10911.png;;
KD-PD-10911__v002;KD-PD-10911;KD-PD-10911;2;clr_2818a16c64;Белый;;;siz_07d0638e61;36х25 см;6392;7990;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-10911.png;;
KD-PD-10925__v001;KD-PD-10925;KD-PD-10925;1;clr_2818a16c64;Белый;;;siz_d2ccb195b4;75 мл;2072;2590;;;75 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/6a85afc487304_big.jpg;;
KD-PD-11141__v001;KD-PD-11141;KD-PD-11141;1;clr_2372492028;зеленый;;;siz_c7e1bac893;45 см;2990;;45 см;;;;;mat_9b2ac80773;парафин;100% парафин;;col_f61a6a0d8c;Весенний сад;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/69df9867a661d_big.jpg;;
