product_id;article;name;catalog_sort_order;category_id;category_name;subcategory_id;subcategory_name;collection_id;collection_name;capsule_id;capsule_name;materials;variant_count;min_price_rub;max_price_rub;min_old_price_rub;max_old_price_rub;primary_image;has_ready_solution
KD-PD-11006;KD-PD-11006;Дорожка Дияф;105;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;col_9d34c5e77b;Дияф;;;Хлопок;1;4490;4490;;;/assets/images/69f218d992ea2_big.jpg;true
KD-PD-10945;KD-PD-10945;Пиала Дияф;106;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;col_9d34c5e77b;Дияф;;;фарфор;1;2190;2190;;;/assets/images/698decfd8e311_big.jpg;true
KD-PD-10590;KD-PD-10590;Плейсмат Дияф;107;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;col_9d34c5e77b;Дияф;;;Хлопок;1;2590;2590;;;/assets/images/698deb44c83a5_big.jpg;true
KD-PD-10591;KD-PD-10591;Салфетка Дияф;108;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;col_9d34c5e77b;Дияф;;;Хлопок;1;1990;1990;;;/assets/images/KD-PD-10591.png;true
KD-PD-10950;KD-PD-10950;Сахарница Дияф;109;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;col_9d34c5e77b;Дияф;;;фарфор;1;3490;3490;;;/assets/images/KD-PD-10950.png;true
KD-PD-10459;KD-PD-10459;Скатерть Дияф;110;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;col_9d34c5e77b;Дияф;;;Хлопок;2;22900;22900;;;/assets/images/KD-PD-10459.png;true
KD-PD-10946;KD-PD-10946;Тарелка десертная Дияф;111;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;col_9d34c5e77b;Дияф;;;фарфор;1;2190;2190;;;/assets/images/KD-PD-10946.png;true
KD-PD-10947;KD-PD-10947;Тарелка закусочная Дияф;112;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;col_9d34c5e77b;Дияф;;;фарфор;1;3190;3190;;;/assets/images/KD-PD-10947.png;true
KD-PD-10948;KD-PD-10948;Тарелка обеденная Дияф;113;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;col_9d34c5e77b;Дияф;;;фарфор;1;3990;3990;;;/assets/images/KD-PD-10948.png;true
KD-PD-10951;KD-PD-10951;Чайная пара Дияф;114;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;col_9d34c5e77b;Дияф;;;фарфор;1;3990;3990;;;/assets/images/KD-PD-10951.png;true
KD-PD-10949;KD-PD-10949;Чайник Дияф;115;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;col_9d34c5e77b;Дияф;;;фарфор;1;4990;4990;;;/assets/images/KD-PD-10949.png;true
KD-PD-10287;KD-PD-10287;Менажница Дрёмица;116;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;col_2b1b1d7eb6;Дрёмица;;;Дерево / Металл;1;9900;9900;;;/assets/images/68da38fa3c974_big.jpg;true
KD-PD-10127;KD-PD-10127;Поднос Дрёмица;117;cat_06e60bd4fa;Декор для дома;sub_0184814ca1;Подносы;col_2b1b1d7eb6;Дрёмица;;;Дерево / Металл;2;39900;49900;;;/assets/images/KD-PD-10127.png;true
KD-PD-10283;KD-PD-10283;Подставка для салфеток Дрёмица;118;cat_06e60bd4fa;Декор для дома;sub_a1c01da16a;Декор для дома;col_2b1b1d7eb6;Дрёмица;;;Дерево / Металл;1;8900;8900;;;/assets/images/68da390e4614a_big.jpg;true
KD-PD-10284;KD-PD-10284;Подставка-менажница Дрёмица;119;cat_06e60bd4fa;Декор для дома;sub_a1c01da16a;Декор для дома;col_2b1b1d7eb6;Дрёмица;;;Дерево / Металл;1;19900;19900;;;/assets/images/69f06b63e0eac_big.jpg;true
KD-PD-10256;KD-PD-10256;Кружка Феникс;120;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;col_0495d7f773;Феникс;cap_0495d7f773;Феникс;;1;2990;2990;;;/assets/images/KD-PD-10256.png;true
KD-PD-10254;KD-PD-10254;Чайная пара Феникс;121;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;col_0495d7f773;Феникс;cap_0495d7f773;Феникс;Фарфор;1;5599;5599;;;/assets/images/KD-PD-10254.png;true
KD-PD-2000;KD-PD-2000;Декоративная подушка «Ледяные узоры»;122;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;Хлопок;3;5990;5990;;;/assets/images/KD-PD-2000-BLUE01.png;true
KD-PD-2003;KD-PD-2003;Плед «Ледяные узоры»;123;cat_a0b0e47bba;Пледы и подушки;sub_8aadebfefa;Плед;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;Шерсть и хлопок;1;12990;12990;;;/assets/images/KD-PD-2003-BLUE01.png;true
KD-PD-2010;KD-PD-2010;Салатник «Ледяные узоры»;124;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;Фарфор;2;9990;9990;;;/assets/images/KD-PD-2010-WHITE01.png;true
KD-PD-2001;KD-PD-2001;Тарелка «Ледяные узоры»;125;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;Фарфор;2;7990;7990;;;/assets/images/KD-PD-2001-DARK01.png;true
KD-PD-2004;KD-PD-2004;Чайная пара «Ледяные узоры»;126;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;Фарфор;1;6990;6990;;;/assets/images/KD-PD-2004-WHITE01.png;true
KD-PD-10376;KD-PD-10376;Комплект постельного белья Нити;127;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;сатин;2;32900;43900;;;/assets/images/KD-PD-10376-01.png;true
KD-PD-10599;KD-PD-10599;Подушка декоративная Нити;128;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;;1;5490;5490;;;/assets/images/69e5d18433139_big.jpg;true
KD-PD-8695;KD-PD-8695;Подсвечник Росы;129;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;col_982eed716f;Росы;;;хрусталь;1;6900;6900;;;/assets/images/6a47b3e9acf68_big.jpg;true
KD-PD-10375;KD-PD-10375;Комплект постельного белья Тайна;130;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;сатин;2;32900;43900;;;/assets/images/KD-PD-10375-02.png;true
KD-PD-10260;KD-PD-10260;Кружка Тайна;131;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;костяной фарфор;1;4599;4599;;;/assets/images/68f65790028a8_big.jpg;true
KD-PD-10597;KD-PD-10597;Подушка Тайна;132;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;бархат;2;3599;4599;;;/assets/images/69e5d81fb0f8c_big.jpg;true
KD-PD-10981;KD-PD-10981;Свеча Тайна;133;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;;4;6599;6599;;;/assets/images/6978c59a6fa8e_big.jpg;true
KD-PD-10259;KD-PD-10259;Тарелка десертная Тайна;134;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;фарфор;1;4599;4599;;;/assets/images/6a85b7f0e879a_big.jpg;true
KD-PD-10258;KD-PD-10258;Чайная пара Тайна;135;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;костяной фарфор;1;5599;5599;;;/assets/images/69007dfeb92de_big.jpg;true
KD-PD-10244;KD-PD-10244;Блюдо овальное Юрма;136;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;col_e15812afc0;Юрма;;;керамика;1;2392;2392;2990;2990;/assets/images/6a85ae136bac7_big.jpg;true
KD-PD-10239;KD-PD-10239;Тарелка закусочная Юрма;137;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;col_e15812afc0;Юрма;;;керамика;1;1912;1912;2390;2390;/assets/images/6a85ba9c0ea69_big.jpg;true
KD-PD-1;KD-PD-1;Свеча Корона;138;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;;;;;Стекло;3;6599;6599;;;/assets/images/6a58eb4c98af8_big.jpg;true
KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;139;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;;;;;Шелк;12;9599;20599;;;/assets/images/KD-PD-1022-WHITE01.png;false
