Id,Артикул,Название товара,Цвет,Размер,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в скролле,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Аромат,Offer ID,URL товара,Тип товара,Источник
66,KD-PD-8483,Ваза Ландыши,белый,26 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a520024c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a523a650_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,484,https://kultura-doma.ru/product/vaza-landyshi-484,vase,master_catalog
67,KD-PD-8865,Ваза Ландыши,белый,27 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a55bf973_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5683fb7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a560db61_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,497,https://kultura-doma.ru/product/vaza-landyshi-497,vase,master_catalog
68,KD-PD-8866,Ваза Ландыши,белый,33 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b01a413d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b027958b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b0301274_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,498,https://kultura-doma.ru/product/vaza-landyshi-498,vase,master_catalog
69,KD-PD-8868,Ваза Ландыши,белый,29 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5d696cb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5c085b4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5da32ba_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,500,https://kultura-doma.ru/product/vaza-landyshi-500,vase,master_catalog
70,KD-PD-8869,Ваза Ландыши,белый,31 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5af2a06ba_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5af2610e8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5af2e9bd9_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,501,https://kultura-doma.ru/product/vaza-landyshi-501,vase,master_catalog
71,KD-PD-10156,Ваза Лед,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a58e7df9c488_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/690b31125d15d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a58e7df52796_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1286,https://kultura-doma.ru/product/vaza-led,vase,master_catalog
72,KD-PD-10627,Ваза малая Волна,коричневый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1bd763079_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2cdca86b2_big.jpg,null,null,null,null,null,null,дуб,null,null,null,null,1301,https://kultura-doma.ru/product/vaza-volna,vase,master_catalog
73,KD-PD-11281,Ваза Оптика,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5acc867e1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69c63a9b8339f_big.jpg,null,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1509,https://kultura-doma.ru/product/vaza-optika-hrustal,vase,master_catalog
74,KD-PD-11101,Ваза Оптика Аметист,фиолетовый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/69707f9baca8e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/696f7322456e0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5aca9d4b2_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1432,https://kultura-doma.ru/product/vaza-optika-rubin,vase,master_catalog
75,KD-PD-8854,Ваза Орхидея,серый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47aa4734b1e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47aa45ec691_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47aa478247a_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,690,https://kultura-doma.ru/product/vaza-orhideya,vase,master_catalog
76,KD-PD-8855,Ваза Орхидея,голубой,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a865176c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a84612b0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a868dfdd_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,691,https://kultura-doma.ru/product/vaza-orhideya-691,vase,master_catalog
77,KD-PD-8856,Ваза Орхидея,розовый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7bc6d0d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7b8e679_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7c0fb31_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,692,https://kultura-doma.ru/product/vaza-orhideya-692,vase,master_catalog
78,KD-PD-8858,Ваза Орхидея: 28 см,голубой,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a865176c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a84612b0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a868dfdd_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,691-725,https://kultura-doma.ru/product/vaza-orhideya-691-size-28-sm,vase,master_catalog
79,KD-PD-8859,Ваза Орхидея: 28 см,розовый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7bc6d0d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7b8e679_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7c0fb31_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,692-726,https://kultura-doma.ru/product/vaza-orhideya-692-size-28-sm,vase,master_catalog
80,KD-PD-8861,Ваза Орхидея: 35 см,голубой,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a865176c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a84612b0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a868dfdd_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,691-728,https://kultura-doma.ru/product/vaza-orhideya-691-size-35-sm,vase,master_catalog
81,KD-PD-8862,Ваза Орхидея: 35 см,розовый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7bc6d0d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7b8e679_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7c0fb31_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,692-729,https://kultura-doma.ru/product/vaza-orhideya-692-size-35-sm,vase,master_catalog
82,KD-PD-11020,Ваза Паскаль,синий,36х23х39 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3d445c5_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3e03a32_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3e7f39e_big.jpg,null,null,null,null,null,стекло,100% стекло,null,null,null,1550,https://kultura-doma.ru/product/vaza-paskal,vase,master_catalog
83,KD-PD-11021,Ваза Паскаль,желтый,3.5х23х30.5 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b4123311_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b408a6f8_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b40d2110_big.jpg,null,null,null,null,null,стекло,100% стекло,null,null,null,1551,https://kultura-doma.ru/product/vaza-paskal-1551,vase,master_catalog
84,KD-PD-11021,Ваза Паскаль: 33х23х30 см,желтый,33х23х30 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b4123311_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b408a6f8_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b40d2110_big.jpg,null,null,null,null,null,стекло,100% стекло,null,null,null,1551-2027,https://kultura-doma.ru/product/vaza-paskal-1551-size-33h23h30-sm,vase,master_catalog
85,KD-PD-11022,Ваза Паскаль: 36х23х39 см,желтый,36х23х39 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b4123311_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b408a6f8_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a0d5b40d2110_big.jpg,null,null,null,null,null,стекло,100% стекло,null,null,null,1551-1689,https://kultura-doma.ru/product/vaza-paskal-1551-size-36h23h39-sm,vase,master_catalog
86,KD-PD-10674,Ваза Пионы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a4ff16aa_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5040591_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5080704_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1433,https://kultura-doma.ru/product/vaza-piony-1433,vase,master_catalog
87,KD-PD-8440,Ваза Пионы,белый,31 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a642fb37_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a64714e1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a64b219c_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,136,https://kultura-doma.ru/product/vaza-piony,vase,master_catalog
88,KD-PD-8441,Ваза Пионы,белый,24 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a4840706_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a48824ca_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,459,https://kultura-doma.ru/product/vaza-piony-459,vase,master_catalog
89,KD-PD-8452,Ваза Пионы,белый,16 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d59fdea3f1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d59fe359e9_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,464,https://kultura-doma.ru/product/vaza-piony-464,vase,master_catalog
90,KD-PD-8453,Ваза Пионы,белый,21 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a3c8260d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a3ccd5b5_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,465,https://kultura-doma.ru/product/vaza-piony-465,vase,master_catalog
91,KD-PD-8455,Ваза Пионы,белый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a1a518c3_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a1a9105f_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,467,https://kultura-doma.ru/product/vaza-piony-467,vase,master_catalog
92,KD-PD-8456,Ваза Пионы,белый,18 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a037de51_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a03f41cd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a030346a_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,468,https://kultura-doma.ru/product/vaza-piony-468,vase,master_catalog
93,KD-PD-10237,Ваза Призма Лед,null,29 см,https://kultura-doma.ru/public/src/images/gallery/catalog/699587554d7d4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/699570b0be92b_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/696f6711a4c5f_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1431,https://kultura-doma.ru/product/vaza-prizma-led,vase,master_catalog
94,KD-PD-11100,Ваза Раёк Аметист,фиолетовый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ac78925c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/696f72e18a401_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ac822de0_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1434,https://kultura-doma.ru/product/vaza-dekorativnaya-raykom-rubin,vase,master_catalog
95,KD-PD-11074,Ваза Торжество,белый,37х16 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69958765a901b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/699570bdbc69e_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6cb9f24_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1436,https://kultura-doma.ru/product/vaza-torzhestvo,vase,master_catalog
96,KD-PD-9551,Ваза Тюльпан,бежевый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a89bfff0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a88be8d2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8a4c50e_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,695,https://kultura-doma.ru/product/vaza-tyul-pan,vase,master_catalog
97,KD-PD-9552,Ваза Тюльпан,зеленый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47aaffe85c3_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47ab002eed5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47ab006e788_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,696,https://kultura-doma.ru/product/vaza-tyul-pan-696,vase,master_catalog
98,KD-PD-9682,Ваза Тюльпан,синий,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/686bd976bb7f0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8f54743_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8eec698_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,697,https://kultura-doma.ru/product/vaza-tyul-pan-697,vase,master_catalog
99,KD-PD-9554,Ваза Тюльпан: 28 см,бежевый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a89bfff0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a88be8d2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8a4c50e_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,695-738,https://kultura-doma.ru/product/vaza-tyul-pan-size-28-sm,vase,master_catalog
100,KD-PD-9683,Ваза Тюльпан: 28 см,синий,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/686bd976bb7f0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8f54743_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8eec698_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,697-743,https://kultura-doma.ru/product/vaza-tyul-pan-697-size-28-sm,vase,master_catalog
101,KD-PD-9557,Ваза Тюльпан: 35 см,бежевый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a89bfff0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a88be8d2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a8a4c50e_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,695-740,https://kultura-doma.ru/product/vaza-tyul-pan-size-35-sm,vase,master_catalog
102,KD-PD-9558,Ваза Тюльпан: 35 см,зеленый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47aaffe85c3_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47ab002eed5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47ab006e788_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,696-741,https://kultura-doma.ru/product/vaza-tyul-pan-696-size-35-sm,vase,master_catalog
